,wav,transcription,t_length,file_Location,duration
10,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part11.wav,kuiongoza taifa hilo kwa awamu ya pili,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part11.wav,2.18
11,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part110.wav,nina furaha kubwa baada ya kuona raia wa cote de ivoire,55,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part110.wav,3.7500226757369615
12,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part111.wav,wamepiga kura kwa amanii na utulivu,35,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part111.wav,2.68
13,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part112.wav,ninaridhishwa na kila linaloendelea sasa kwani mambo ni shwari kabisa,69,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part112.wav,4.910022675736961
14,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part113.wav,changamoto inayo tukabili kwa sasa,34,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part113.wav,2.34
15,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part114.wav,ni kutangaza matokeo ya uchaguzi huu,36,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part114.wav,2.2700226757369615
16,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part115.wav,inabidi zoezi hilo lifanyike kwa amani pia,42,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part115.wav,3.2900226757369615
17,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part116.wav,nimewaomba viongozi mbalimbali wa dini,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part116.wav,2.3900226757369616
18,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part117.wav,<UNK>,5,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part117.wav,3.4
19,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part118.wav,jeje madii ni msemaji wa rais aliyeko madarakani lauren bagbo,61,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part118.wav,5.1
20,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part119.wav,<UNK>,5,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part119.wav,3.9100226757369616
21,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part12.wav,baada ya kushinda katika uchaguzi mkuu wa taifa hilo,52,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part12.wav,2.66
22,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part120.wav,kuna baadhi ya makosa katika vitendea kazi za kuhesabu kura,59,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part120.wav,4.210022675736962
23,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part121.wav,na yatupelekea kuwa na wasiwasi katika matokeo ya uchaguzi,58,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part121.wav,3.42
24,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part122.wav,baadhi za kura kutoka miji na vitongoji mbalimbali zimepunguzwa au zimeongezwa kwa wagombea mbalimbali,102,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part122.wav,5.8500226757369616
25,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part123.wav,kuangalia hitilafu hizo za vitendea kazi kwa ajili ya kuhakikisha,65,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part123.wav,3.9
26,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part124.wav,kuhesabiwa kwa kura inaendelea vizuri tunaamini kuwa,52,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part124.wav,3.0700226757369613
27,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part125.wav,tuka kwa tume ya taifa ya uchaguzi,34,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part125.wav,2.3500226757369616
28,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part126.wav,lakini ni mambo tunayaona ambayo yanapaswa kurekebishwa,55,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part126.wav,4.000090702947846
29,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part127.wav,siwezi kuwafanyia mahesabu ya kuchosha,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part127.wav,2.4500226757369616
30,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part128.wav,kulikuwa na pengo za kura,25,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part128.wav,2.16
31,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part129.wav,na pengo hilo ilikuwa ikizidi kuongezeka,40,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part129.wav,3.26
32,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part13.wav,uliadaliwa jumapili iliopita na kutangazwa mshindi hapo jana,60,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part13.wav,3.54
33,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part130.wav,jeje madi ni msemaji wa rais aliyeko madarakani lauren bagbo,60,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part130.wav,4.970022675736962
34,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part131.wav,tume ya uchaguzi nchini cote d??voire inatakiwa kuendesha duru lingine la uchaguzi mkuu,87,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part131.wav,5.02
35,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part132.wav,ndani ya siku kumi na tano kuaanzia siku ile,44,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part132.wav,2.4
36,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part133.wav,mengi yalishuhudiwa katika uchaguzi mkuu wa nchini tanzania,59,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part133.wav,3.9699773242630387
37,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part134.wav,yaliahidiwa mengi wakati wa kampeni na hatimaye,47,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part134.wav,2.8300680272108845
38,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part135.wav,raia kati ya milioni kumi na tisa waliojiandikisha katika daftari la kudumu la wapiga kura,90,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part135.wav,4.670022675736962
39,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part136.wav,walifanya hivyo tarehe thelathini na moja oktoba,48,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part136.wav,2.4699773242630387
40,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part137.wav,idhaa ya kiswahili ya rfi ilituma watangazaji wake maeneo mbalimbali,68,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part137.wav,4.330068027210884
41,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part138.wav,moja yao alikuwa ni ebi shaban abda,35,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part138.wav,2.6700226757369614
42,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part139.wav,ndiyo imekuwa dosari kubwa inaotajwa kutokea,44,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part139.wav,3.18
43,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part14.wav,pata taarifa zaidi kwa kupata kula,34,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part14.wav,2.1700226757369614
44,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part140.wav,mwangalizi kutoka baraza la maaskofu nchini tanzania tihisin lilian tibuku,74,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part140.wav,4.92
45,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part141.wav,ameweka bayana zoezi limekwenda vizuri,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part141.wav,2.6099773242630384
46,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part142.wav,licha ya malalamiko madogo madogo,33,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part142.wav,2.3500680272108845
47,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part144.wav,hakuna matatizo makubwa ambayo yameweza kuonekana,49,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part144.wav,2.2700226757369615
48,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part145.wav,na matatizo yalioko ni madogo madogo ambayo yanawezakutatulika,62,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part145.wav,3.5
49,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part146.wav,kitu kikubwa ambacho tumekiona sasa hivi ni kwamba asilimia kubwa,65,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part146.wav,3.939954648526077
50,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part147.wav,baadhi ya wasimamizi wa vituo hapa wamesema wanaweza kulitatua,62,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part147.wav,3.7200907029478456
51,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part148.wav,david martin ni mwangalizi mkuu kutoka umoja ulaya,50,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part148.wav,3.1900226757369614
52,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part149.wav,eu bila kuficha wala kuuma maneno,33,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part149.wav,2.8499773242630386
53,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part15.wav,sherehe hizo zifanyike katika uwanja wa uhuru jijini dar es salaam,66,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part15.wav,3.42
54,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part150.wav,amepongeza zoezi la upigaji kura,32,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part150.wav,2.2900226757369615
55,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part151.wav,<UNK>,5,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part151.wav,4.290022675736961
56,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part152.wav,tunawaangalizi zaidi ya arobaini na watano ambao wanafwatilia kila kitu kinachoendelea,86,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part152.wav,4.730068027210884
57,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part153.wav,lakini jinsi tunavyoona hali ya kampeni na uchaguzi inakwenda vizuri,68,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part153.wav,4.579954648526077
58,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part154.wav,kwani ukizigatia vituo vingi vya kupigia kura,45,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part154.wav,2.9
59,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part155.wav,vipo na makarani wanajua kazi zao vizuri kwa kweli hali kiujumla,64,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part155.wav,4.450068027210884
60,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part156.wav,hadi sasa inaridhisha <UNK>,27,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part156.wav,3.4699773242630387
61,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part157.wav,salum alfan baruan wa chama cha wananchi cum,44,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part157.wav,3.5500226757369613
62,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part158.wav,alichanguliwa kuwa mbunge wa jimbo la lindi mjini,49,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part158.wav,2.42
63,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part159.wav,mwanasiasa huyo mwenye umri wa miaka hamsini na mmoja na mwenye kuishi na ulemavu wa ngozi,90,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part159.wav,4.910022675736961
64,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part16.wav,na sasa na ungana na mwezangu victor abuso kutufahamisha,56,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part16.wav,3.2
65,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part160.wav,ana mke na na mtoto ambaye si,29,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part160.wav,2.2501587301587302
66,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part161.wav,mambo kadhaa ambayo yamewashawishi au yamewavuta,48,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part161.wav,3.3100226757369615
67,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part162.wav,lakini pia ishiriki wangu katika maswala mbalimbali ya kisiasa,62,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part162.wav,2.42
68,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part163.wav,inawezekana kwamba watu wamekerwa,33,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part163.wav,2.2299773242630385
69,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part164.wav,wakaona katika maeneo ambayo tayari sauti zetu,46,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part164.wav,2.7400907029478456
70,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part165.wav,ni salum alfan baruan,21,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part165.wav,2.2900226757369615
71,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part166.wav,kuwa mbunge nchini tanzania,27,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part166.wav,2.2299773242630385
72,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part167.wav,kufuatia mauaji ya watu wenye ulemavu wa ngozi nchini humo rais jakaya mrisho,77,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part167.wav,4.490068027210884
73,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part168.wav,aliona ni busara kumuteua shemah kuigir,39,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part168.wav,2.8499773242630386
74,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part169.wav,kuingia bungeni ili awakilishe jamii,36,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part169.wav,2.5100226757369613
75,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part17.wav,ni kilele za muziki za kusifu rais jakaya kikwete ambaye,56,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part17.wav,5.2300226757369614
76,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part170.wav,kwa kweli mimi nimelipokea kwa furaha kubwa,43,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part170.wav,2.28
77,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part171.wav,ni shemah kuigir mbunge albino,30,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part171.wav,3.2900226757369615
78,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part172.wav,aliyeteuliwa na rais jakaya kikwete kufwatia wibi,49,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part172.wav,3.0900680272108842
79,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part173.wav,la unyanyashaji wa watu wenye ulemavu wa ngozi nchini tanzania,62,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part173.wav,3.1700226757369614
80,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part174.wav,edwin david deketela amewahoji wanahabari john bukuku na rose mweko,67,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part174.wav,4.68
81,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part175.wav,juu ya uchaguzi wa tanzania,27,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part175.wav,2.409886621315193
82,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part176.wav,kwa maslahi ya watanzania kwa maana hiyo,40,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part176.wav,2.4500680272108846
83,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part177.wav,ambalo hatujapata kuliona kwanza wabunge hawa ninavyoona naona kwanza watafanya kazi,84,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part177.wav,4.14
84,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part178.wav,vyombo vya upinzani ni changamoto ya kuleta maendeleo,53,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part178.wav,2.3200907029478457
85,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part179.wav,kazi tunaowatuma ni kwamba watuletee maendeleo,46,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part179.wav,2.4300226757369616
86,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part18.wav,na wananchi wa tanzania walianza kuasili katika uwanja huu kuazia,65,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part18.wav,3.36
87,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part180.wav,kuwa tuna watuma yaani kile tunachotaka wakifanye,49,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part180.wav,2.7299773242630385
88,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part181.wav,swali hili ningependa nikuulize bukuku,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part181.wav,2.3
89,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part182.wav,watanzania watarajie nini wapiga kura wana matarajio makubwa sana na wabunge wao,80,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part182.wav,5.609977324263038
90,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part183.wav,watawajibika vipi kwa jamii ambayo imewateua ili wakawakilishe,62,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part183.wav,3.78
91,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part184.wav,kwa wabunge hawa hii kuhakikisha kwamba kampeni zao za elfu mbili na kumi na tano,81,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part184.wav,5.030022675736961
92,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part185.wav,lakini kama wakishindwa kuweka sawa matarajio ambayo wananchi wamewapa au matumaini ambayo wananchi wamewapa pia wanaweza wakapoteza,132,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part185.wav,5.730068027210884
93,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part186.wav,kwa muda mrefu katika uongozi hasa bungeni,42,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part186.wav,2.960090702947846
94,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part187.wav,wakasahau kile walichotumwa wakafanya cha kuwa wao,50,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part187.wav,2.459954648526077
95,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part188.wav,na hii ni changamoto kwa hao wabunge sasa walioingia,52,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part188.wav,2.4699773242630387
96,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part189.wav,watakapofanya sasa hivi wala haitakuwa haja kama vile sehemu zingine,68,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part189.wav,3.4699773242630387
97,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part19.wav,aa kuja kushuhudia sherehe hii ya kipekee ya kumwapisha,55,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part19.wav,3.2
98,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part190.wav,yani hata wapinzani wenyewe waliona kwamba haina haja kwa sababu kazi alioifanya,80,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part190.wav,3.64
99,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part191.wav,yule aliejiuzulu na sasa hivi waziri mkuu mwengine yupi,55,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part191.wav,3.979954648526077
100,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part192.wav,kwa sababu wananchi wake waliona kwamba haina haja ya kuweka upinzani kwa sababu kazi anayoifanya inaonekana,108,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part192.wav,5.109977324263038
101,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part193.wav,wanahabari hawa wa jijini dar es salam,38,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part193.wav,2.4100226757369616
102,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part194.wav,dokta wilprod slur aliyegombea kiti cha urais kupitia chama cha demokrasia na maendeleo chadema,95,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part194.wav,5.42
103,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part195.wav,hakieleweki na tukawa tuna mashaka ni kitu gani,47,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part195.wav,3.14
104,SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part196.wav,tumesema tume ya taifa ya uchaguzi imechakachua,47,../data/alldata/SWH-05-20101106_16k-emission_swahili_05h30_-_06h00_tu_20101106_part196.wav,2.78
